ID,Titolo,Generi,Punteggio Medio,Rank,Popolarità,Stato,Autori
3082,Nichijou,"Comedy, Gag Humor, School, Shounen",8.38,239,441,currently_publishing,Keiichi Arawi
6164,My Girl,"Childcare, Drama, Seinen, Slice of Life",8.38,240,542,finished,Sumomo Yumeka
10,xxxHOLiC,"Comedy, Drama, Mystery, Seinen, Supernatural",8.37,242,187,finished, CLAMP
85,Azumanga Daioh,"CGDCT, Comedy, School, Slice of Life",8.37,243,307,finished,Kiyohiko Azuma
106,Cardcaptor Sakura,"Adventure, Award Winning, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",8.37,244,251,finished, CLAMP
401,Kiseijuu,"Action, Award Winning, Gore, Horror, Psychological, Sci-Fi, Seinen",8.37,245,137,finished,Hitoshi Iwaaki
1414,SKET Dance,"Award Winning, Comedy, Drama, School, Shounen",8.37,246,550,finished,Kenta Shinohara
9711,Bakuman.,"Comedy, Drama, Otaku Culture, Romance, Shounen",8.37,247,58,finished,"Takeshi Obata, Tsugumi Ohba"
62795,Tomodachi Game,"High Stakes Game, Psychological, Shounen, Strategy Game, Suspense",8.37,250,192,finished,"Mikoto Yamaguchi, Yuuki Satou"
87609,Tensei shitara Slime Datta Ken,"Award Winning, Fantasy, Isekai, Reincarnation, Shounen",8.37,249,95,currently_publishing,"Taiki Kawakami,  Fuse"
110160,"Mata, Onaji Yume wo Miteita",Drama,8.37,252,796,finished,"Idumi Kirihara, Yoru Sumino"
136103,Haruka Tooki Ie,"Boys Love, Drama",8.37,253,4327,finished,Teki Yatsuda
166372,Love Bullet,"Action, Drama, Girls Love, Reincarnation, Seinen, Supernatural",8.37,254,2106,currently_publishing, inee
144011,Kimi no Yoru ni Fureru,"Boys Love, Drama",8.36,256,3816,finished,Moyori Mori
16081,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,"Drama, Horror, Mystery, Psychological, Shounen",8.36,259,1190,finished,"Kei Natsumi,  Ryukishi07"
115730,Shadows House,"Fantasy, Mystery, Seinen",8.36,259,400,currently_publishing, Soumatou
24692,Noragami,"Action, Fantasy, Mythology, Shounen",8.36,262,47,finished, Adachitoka
39325,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural, Time Travel",8.36,264,177,finished,Kei Sanbe
152024,"Bungou Stray Dogs: Dazai, Chuuya, Juugosai","Action, Shounen, Supernatural",8.35,266,8080,finished,"Kafka Asagiri, Shiwasu Hoshikawa"
89087,Wotaku ni Koi wa Muzukashii,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",8.35,267,91,finished, Fujita
48347,Ballroom e Youkoso,"Comedy, Drama, Performing Arts, Romance, School, Shounen, Sports",8.35,269,454,currently_publishing,Tomo Takeuchi
49835,Gochuumon wa Usagi desu ka?,"CGDCT, Comedy, Iyashikei, Workplace",8.35,270,2919,currently_publishing, Koi
660,Versailles no Bara,"Drama, Historical, Military, Romance, Shoujo",8.35,271,985,finished,Riyoko Ikeda
869,Konjiki no Gash!!,"Action, Adventure, Award Winning, Comedy, Shounen, Supernatural",8.35,272,541,finished,Makoto Raiku
122906,Kieta Hatsukoi,"Award Winning, Boys Love, Comedy, Romance, School, Shoujo",8.35,272,950,finished," Aruko, Wataru Hinekure"
923,Kanata kara,"Adventure, Award Winning, Fantasy, Isekai, Mythology, Romance, Shoujo",8.34,277,1215,finished,Kyouko Hikawa
936,Homunculus,"Drama, Horror, Mystery, Psychological, Seinen, Supernatural",8.34,277,79,finished,Hideo Yamamoto
3281,Hadashi no Gen,"Drama, Historical, Shounen",8.34,278,1699,finished,Keiji Nakazawa
3571,Ten: Tenhou-doori no Kaidanji,"Adult Cast, Drama, Strategy Game",8.34,280,3268,finished,Nobuyuki Fukumoto
104241,Mairimashita! Iruma-kun,"Comedy, Fantasy, Shounen",8.34,275,263,currently_publishing,Osamu Nishi
98436,Youjo Senki,"Action, Fantasy, Isekai, Military, Reincarnation",8.33,284,630,currently_publishing,"Chika Toujou, Carlo Zen"
61189,Mahoutsukai no Yome,"Drama, Fantasy, Mythology, Romance, Shounen, Urban Fantasy",8.33,286,166,currently_publishing,Kore Yamazaki
25096,Gin no Saji,"Award Winning, Comedy, Drama, School, Shounen",8.33,288,421,finished,Hiromu Arakawa
139629,JoJo no Kimyou na Bouken Part 9: The JoJoLands,"Action, Adventure, Seinen, Supernatural",8.32,290,391,currently_publishing,Hirohiko Araki
147585,Sensou Kyoushitsu,"Action, Fantasy, Military, Shounen",8.32,291,2185,currently_publishing,"Higoro Toumori, Mozuku Sora"
165876,Houkago Kitaku Biyori,"Love Status Quo, Romance, School, Seinen",8.32,292,2996,currently_publishing,Mai Matsuda
93972,Totsukuni no Shoujo,"Fantasy, Shounen",8.32,293,196,finished, Nagabe
100922,Blue Giant Supreme,"Music, Seinen",8.32,295,3687,finished,Shinichi Ishizuka
31,Lovely★Complex,"Award Winning, Comedy, Drama, Romance, School, Shoujo",8.32,297,258,finished,Aya Nakahara
320,Gakuen Alice,"Comedy, Drama, Love Polygon, Romance, School, Shoujo, Super Power",8.32,299,420,finished,Tachibana Higuchi
895,Full Metal Panic! Sigma,"Action, Mecha, Military, Romance, Shounen",8.32,299,1695,finished,"Shouji Gatou, Hiroshi Ueda"
2895,Piano no Mori,"Award Winning, Drama, Music, Seinen",8.32,301,1238,finished,Makoto Isshiki
58141,Machida-kun no Sekai,"Award Winning, Romance, School, Shoujo",8.32,301,593,finished,Yuki Andou
62023,Mushishi Tokubetsu-hen: Hihamukage,"Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",8.31,302,3523,finished,Yuki Urushibara
81117,Tokyo Ghoul:re,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",8.31,303,21,finished,Sui Ishida
37755,Saiki Kusuo no Ψ-nan,"Comedy, Gag Humor, School, Shounen, Super Power, Supernatural",8.31,310,533,finished,Shuuichi Asou
40761,Ookami Kodomo no Ame to Yuki,"Childcare, Drama, Fantasy, Romance, Seinen, Slice of Life",8.31,305,755,finished,"Mamoru Hosoda,  Yuu"
156681,"Tsuihou sareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou","Fantasy, Isekai, Seinen",8.31,306,1664,currently_publishing,"Takumi Hinoura, Shimatsukasa Nimori"
443,Mars,"Drama, Psychological, Romance, Shoujo",8.31,307,514,finished,Fuyumi Souryo
736,Shin Angyo Onshi,"Action, Adventure, Drama, Fantasy, Historical, Seinen, Supernatural",8.31,308,529,finished,"In-Wan Yoon, Kyung-il Yang"
1013,Touch,"Award Winning, Comedy, Drama, Love Polygon, Romance, School, Shounen, Sports, Team Sports",8.31,304,1395,finished,Mitsuru Adachi
3575,Saikyou Densetsu Kurosawa,"Action, Comedy, Delinquents, Drama, Psychological, Seinen, Suspense",8.31,310,693,finished,Nobuyuki Fukumoto
10552,Hoshi no Samidare,"Action, Psychological, Seinen, Supernatural, Suspense",8.31,311,285,finished,Satoshi Mizukami
12471,Daichouhen Doraemon,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Slice of Life",8.31,307,4685,finished,Fujio F. Fujiko
123444,Teito Seihai Kitan: Fate/type Redline,"Action, Comedy, Fantasy, Supernatural",8.31,314,1272,currently_publishing," Keikenchi, Ryouji Hirano"
118568,Bocchi the Rock!,"CGDCT, Comedy, Music",8.3,315,722,currently_publishing,Aki Hamaji
135545,Ao no Hako,"Romance, School, Shounen, Sports, Team Sports",8.3,316,183,currently_publishing,Kouji Miura
1600,Black Jack,"Award Winning, Drama, Medical, Shounen",8.3,318,807,finished,Osamu Tezuka
3378,Kimi ni Todoke,"Award Winning, Romance, School, Shoujo, Slice of Life",8.3,319,105,finished,Karuho Shiina
15306,Takemitsuzamurai,"Award Winning, Historical, Martial Arts, Samurai, Seinen, Slice of Life",8.3,321,1359,finished,"Taiyou Matsumoto, Issei Eifuku"
9,Tsubasa: RESERVoir CHRoNiCLE,"Action, Adventure, Drama, Fantasy, Shounen",8.29,322,199,finished, CLAMP
18,Kodomo no Omocha,"Award Winning, Comedy, Drama, Love Polygon, Romance, School, Shoujo, Showbiz, Slice of Life",8.29,323,824,finished,Miho Obana
29,Paradise Kiss,"Drama, Josei, Romance, School, Visual Arts",8.29,324,312,finished,Ai Yazawa
149,Blame!,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",8.29,325,70,finished,Tsutomu Nihei
735,Black Lagoon,"Action, Adult Cast, Drama, Military, Organized Crime, Seinen",8.29,326,301,currently_publishing,Rei Hiroe
9699,Doukyuusei,"Boys Love, School, Slice of Life",8.29,327,452,finished,Asumiko Nakamura
14236,Love So Life,"Childcare, Romance, Shoujo",8.29,328,286,finished,Kaede Kouchi
16144,Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch,"Drama, Horror, Mystery, Mythology, Psychological",8.29,330,1283,finished," Ryukishi07,  Souichirou"
112774,Ojisama to Neko,"Pets, Slice of Life",8.29,330,852,currently_publishing,Umi Sakurai
57791,Canis Series,"Boys Love, Drama, Slice of Life",8.29,334,1873,currently_publishing,Hachi Ishie
77609,Harukaze no Étranger,"Boys Love, Slice of Life",8.29,332,849,currently_publishing,Kanna Kii
148542,Akuyaku Reijou no Naka no Hito: Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu,"Drama, Villainess",8.29,332,2427,currently_publishing,"Nazuna Shiraume,  Makiburo"
24,D.Gray-man,"Action, Adventure, Fantasy, Shounen, Urban Fantasy",8.28,336,72,currently_publishing,Katsura Hoshino
79,Sora wa Akai Kawa no Hotori,"Action, Adventure, Award Winning, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural, Time Travel",8.28,337,774,finished,Chie Shinohara
267,Hellsing,"Action, Adult Cast, Gore, Historical, Horror, Seinen, Supernatural, Vampire",8.28,338,148,finished,Kouta Hirano
583,Claymore,"Action, Adventure, Fantasy, Gore, Horror, Shounen",8.28,339,35,finished,Norihiro Yagi
762,Tokyo Crazy Paradise,"Action, Comedy, Crossdressing, Drama, Organized Crime, Romance, Shoujo",8.28,341,1058,finished,Yoshiki Nakamura
838,Angel Densetsu,"Action, Comedy, Delinquents, Martial Arts, Romance, School, Shounen",8.28,341,293,finished,Norihiro Yagi
1061,Meitantei Conan,"Adventure, Award Winning, Comedy, Detective, Mystery, Shounen",8.28,342,276,currently_publishing,Gosho Aoyama
1111,Buddha,"Drama, Historical, Supernatural",8.28,343,1185,finished,Osamu Tezuka
1262,Higurashi no Naku Koro ni Kai: Meakashi-hen,"Drama, Horror, Mystery, Psychological, Shounen",8.28,344,1213,finished,"Yutori Houjou,  Ryukishi07"
2459,Komatta Toki ni wa Hoshi ni Kike,"Boys Love, Comedy, Drama, Shoujo",8.28,345,2668,finished,Miyuki Abe
6520,Hana to Akuma,"Fantasy, Historical, Mythology, Romance, Shoujo",8.28,346,409,finished,Hisamu Oto
9548,Higurashi no Naku Koro ni Kai: Minagoroshi-hen,"Drama, Horror, Mystery, Psychological",8.28,347,1788,finished," Ryukishi07, Hinase Momoyama"
16922,Gakuen Babysitters,"Childcare, Comedy, Iyashikei, School, Shoujo, Slice of Life",8.28,348,769,currently_publishing,Hari Tokeino
84983,Chichi to Hige-Gorilla to Watashi,"Childcare, Comedy, Slice of Life",8.28,336,2490,finished,Sadaji Koike
102343,Fumetsu no Anata e,"Adventure, Award Winning, Drama, Shounen, Supernatural",8.28,350,136,currently_publishing,Yoshitoki Ooima
106809,Koko wa Ima kara Rinri desu.,"Drama, School, Seinen",8.28,354,640,currently_publishing,Shiori Amase
26704,Shouwa Genroku Rakugo Shinjuu,"Adult Cast, Award Winning, Drama, Josei, Love Polygon, Performing Arts",8.28,352,2100,finished,Haruko Kumota
35573,Orange,"Drama, Love Polygon, Romance, School, Sci-Fi, Shoujo, Time Travel",8.28,354,73,finished,Ichigo Takano
47022,Sakamichi no Apollon: Bonus Track,"Drama, Historical, Josei, Music, Romance, Slice of Life",8.27,356,3267,finished,Yuki Kodama
98379,Bungou Stray Dogs Wan!,"Comedy, Slice of Life, Supernatural",8.27,358,2898,currently_publishing,Neco Kanai
57,Hanazakari no Kimitachi e,"Comedy, Crossdressing, Drama, Love Polygon, Romance, School, Shoujo",8.27,359,506,finished,Hisaya Nakajo
704,Trigun Maximum,"Action, Adult Cast, Adventure, Award Winning, Comedy, Drama, Sci-Fi, Seinen",8.27,360,602,finished,Yasuhiro Nightow
1047,Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Shounen",8.27,361,1175,finished,"Masami Kurumada, Shiori Teshirogi"
1263,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,"Drama, Horror, Mystery, Psychological",8.27,362,1542,finished,"Karin Suzuragi,  Ryukishi07"
5255,Dengeki Daisy,"Comedy, Drama, Romance, Shoujo",8.26,363,117,finished,Kyousuke Motomi
14790,Magi,"Adventure, Award Winning, Fantasy, Shounen",8.26,365,78,finished,Shinobu Ohtaka
17910,Yomawari Sensei,"Drama, Psychological, School, Seinen",8.26,365,1260,finished,"Osamu Mizutani, Seiki Tsuchida"
145496,Yuki no Yousei,Boys Love,8.26,366,4798,finished,Tomo Serizawa
162733,Mairimashita! Iruma-kun: If Episode of Mafia,"Fantasy, Organized Crime, Shounen",8.26,367,7777,currently_publishing, hiroja
119392,Boy Meets Maria,"Boys Love, Drama, School",8.26,367,670,finished,Kousei Eguchi
72025,Kengan Ashura,"Action, Martial Arts",8.26,366,278,finished," Daromeon, Yabako Sandrovich"
17904,Kuragehime,"Award Winning, Comedy, Crossdressing, Josei, Visual Arts",8.25,370,408,finished,Akiko Higashimura
1009,Hachimitsu to Clover,"Award Winning, Comedy, Drama, Josei, Love Polygon, Romance, Slice of Life, Visual Arts",8.25,373,764,finished,Chica Umino
1097,Saiyuuki Gaiden,"Action, Adventure, Fantasy",8.25,374,1852,finished,Kazuya Minekura
1649,Liar Game,"Drama, High Stakes Game, Psychological, Seinen, Strategy Game",8.25,375,118,finished,Shinobu Kaitani
4258,Hikari to Tomo ni...: Jiheishouji wo Kakaete,"Award Winning, Childcare, Drama, Josei, Psychological, Slice of Life",8.25,376,3498,finished,Keiko Tobe
15547,Kiichi VS,"Drama, Psychological, Seinen",8.25,377,7099,finished,Hideki Arai
112807,Boku no Kokoro no Yabai Yatsu,"Comedy, Romance, School, Shounen",8.25,378,289,currently_publishing,Norio Sakurai
119022,Kage no Jitsuryokusha ni Naritakute!,"Action, Comedy, Fantasy, Isekai, Reincarnation",8.25,380,203,currently_publishing,"Anri Sakano, Daisuke Aizawa"
91514,Kishuku Gakkou no Juliet,"Action, Comedy, Romance, School, Shounen",8.25,380,271,finished,Yousuke Kaneda
96044,Taishou Otome Otogibanashi,"Comedy, Historical, Romance, Shounen, Slice of Life",8.24,381,745,finished,Sana Kirioka
103989,Kaichou wa Maid-sama!: Marriage,"Comedy, Romance, School, Shoujo",8.24,382,1115,finished,Hiro Fujiwara
23571,Sunny,"Award Winning, Drama, Seinen",8.24,383,861,finished,Taiyou Matsumoto
39883,Ansatsu Kyoushitsu,"Action, Comedy, School, Shounen",8.24,384,74,finished,Yuusei Matsui
113138,Jujutsu Kaisen,"Action, School, Shounen, Supernatural",8.24,386,10,finished,Gege Akutami
375,Initial D,"Action, Drama, Racing, Seinen",8.24,385,594,finished,Shuuichi Shigeno
481,Planetes,"Adult Cast, Award Winning, Drama, Psychological, Sci-Fi, Seinen, Slice of Life, Space, Workplace",8.24,389,298,finished,Makoto Yukimura
3009,JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action, Adventure, Shounen",8.24,390,36,finished,Hirohiko Araki
4625,Kamigami no Itadaki,"Adventure, Award Winning, Drama, Mystery, Seinen, Sports",8.24,391,1197,finished,"Baku Yumemakura, Jiro Taniguchi"
7776,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun,"Action, Comedy, Sci-Fi, Super Power",8.24,389,632,currently_publishing,"Kazuma Kamachi, Motoi Fuyukawa"
128,Petshop of Horrors,"Comedy, Fantasy, Horror, Josei, Mystery, Supernatural",8.23,403,532,finished,Matsuri Akino
445,Shonan Junai Gumi!,"Action, Comedy, Delinquents, Drama, Romance, School, Shounen",8.23,394,834,finished,Tooru Fujisawa
915,Rookies,"Comedy, Delinquents, Drama, School, Shounen, Slice of Life, Sports, Team Sports",8.23,395,773,finished,Masanori Morita
10884,Diamond no Ace,"Award Winning, School, Shounen, Sports, Team Sports",8.23,397,770,finished,Yuuji Terajima
11593,Yuru Yuri,"CGDCT, Comedy, Gag Humor, Girls Love, School",8.23,398,1290,currently_publishing, Namori
92252,Koimonogatari,"Boys Love, Drama, School, Slice of Life",8.23,399,1341,currently_publishing,Tohru Tagura
103701,Beastars,"Anthropomorphic, Award Winning, Drama, Psychological, Shounen, Slice of Life",8.23,400,120,finished,Paru Itagaki
112091,Hidamari ga Kikoeru: Limit,"Boys Love, Slice of Life",8.23,403,2688,finished,Yuki Fumino
112115,Act-age,"Drama, Performing Arts, Shounen, Showbiz",8.23,404,327,discontinued,"Tatsuya Matsuki, Shiro Usazaki"
24308,No.6,"Action, Drama, Mystery, Sci-Fi, Shoujo",8.23,406,351,finished,"Atsuko Asano, Hinoki Kino"
26144,Danshi Koukousei no Nichijou,"Comedy, Gag Humor, School",8.23,407,731,finished,Yasunobu Yamauchi
47825,Steins;Gate: Aishin Meizu no Babel,"Adventure, Sci-Fi, Seinen",8.23,408,4445,finished," Nitroplus, Shinichirou Nariie"
141833,Hikaru ga Shinda Natsu,"Horror, Mystery, Supernatural",8.23,409,325,currently_publishing, Mokumokuren
107548,Steins;Gate 0,"Drama, Mystery, Sci-Fi, Seinen",8.22,412,3482,finished,Taka Himeno
158,Ghost Hunt,"Drama, Horror, Mystery, Psychological, Romance, Shoujo, Supernatural",8.22,414,1225,finished,"Shiho Inada, Fuyumi Ono"
4571,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",8.22,415,230,currently_publishing,Sorata Akizuki
5651,Crows,"Action, Delinquents, School, Shounen",8.22,416,677,finished,Hiroshi Takahashi
14531,GTO: Shonan 14 Days,"Action, Comedy, Delinquents, Drama, Ecchi, Shounen",8.22,417,775,finished,Tooru Fujisawa
16593,Private Opinion: Banana Fish Another Story,"Action, Drama, Shoujo",8.22,418,4600,finished,Akimi Yoshida
17552,Non Non Biyori,"CGDCT, Iyashikei, School, Seinen, Slice of Life",8.22,419,1686,finished, Atto
110031,Summertime Render,"Mystery, Shounen, Supernatural, Suspense, Time Travel",8.22,420,314,finished,Yasuki Tanaka
112318,Jigokuraku,"Action, Fantasy, Historical, Shounen",8.22,421,60,finished,Yuuji Kaku
132962,Boku ga Otto ni Deau made,"Boys Love, Drama, Memoir",8.21,424,2748,finished,"Yoshi Tsukizuki, Ryousuke Nanasaki"
103063,"Tadaima, Okaeri","Boys Love, Childcare, Slice of Life",8.21,426,3025,currently_publishing,Ichi Ichikawa
106204,Majo to Yajuu,"Action, Adult Cast, Fantasy, Seinen",8.21,427,944,on_hiatus,Kousuke Satake
348,Genshiken,"Comedy, Drama, Otaku Culture, School, Seinen, Slice of Life",8.21,431,439,finished,Shimoku Kio
510,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Josei",8.21,432,2578,finished,Kazuya Minekura
585,Hourou Musuko,"Drama, Romance, School, Seinen",8.21,433,628,finished,Takako Shimura
731,Eden: It's an Endless World!,"Action, Drama, Gore, Psychological, Sci-Fi, Seinen, Suspense",8.21,434,265,finished,Hiroki Endo
1075,7 Seeds,"Action, Adventure, Award Winning, Drama, Horror, Mystery, Psychological, Romance, Sci-Fi, Shoujo, Survival, Suspense",8.21,435,768,finished,Yumi Tamura
1208,Silver Diamond,"Adventure, Boys Love, Fantasy, Isekai, Shoujo",8.21,436,2365,finished,Shiho Sugiura
1461,Sanctuary,"Detective, Drama, Organized Crime, Seinen, Suspense",8.21,437,525,finished,"Ryouichi Ikegami,  Buronson"
1802,Cat Street,"Drama, Love Polygon, Romance, Shoujo, Showbiz",8.21,438,547,finished,Yoko Kamio
3731,Solanin,"Drama, Seinen, Slice of Life",8.21,439,104,finished,Inio Asano
58027,Tsurezure Children,"Comedy, Romance, School, Shounen",8.21,440,290,finished,Toshiya Wakabayashi
62547,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, School, Shounen, Slice of Life",8.21,441,626,finished,Jun Sakura
18074,Getter Robo Saga,"Action, Mecha, Shounen",8.21,442,7409,finished,Ken Ishikawa
24705,Aku no Hana,"Drama, Psychological, Romance, School, Shounen",8.2,443,66,finished,Shuuzou Oshimi
26736,Taiyou no Ie,"Award Winning, Drama, Romance, Shoujo",8.2,447,161,finished, Taamo
115122,Kimi ga Shinu made Koi wo Shitai,"Fantasy, Girls Love, School",8.2,448,1459,currently_publishing,Nachi Aono
124470,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo,"Drama, Fantasy, Isekai, Psychological, Seinen, Suspense, Time Travel",8.2,449,4151,currently_publishing,"Haruno Atori, Tappei Nagatsuki"
103897,Dr. Stone,"Adventure, Award Winning, Sci-Fi, Shounen, Survival, Suspense",8.2,452,39,finished,"Riichiro Inagaki,  Boichi"
108566,Machikado Mazoku,"Comedy, Mahou Shoujo, Slice of Life",8.2,453,2047,currently_publishing,Izumo Ito
70801,Dead Dead Demons Dededede Destruction,"Award Winning, Drama, School, Sci-Fi, Seinen",8.2,455,200,finished,Inio Asano
140409,Yoake no Uta,"Boys Love, Fantasy",8.2,455,4971,currently_publishing,Ichika Yuno
4453,Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,"Adventure, Fantasy",8.2,456,2844,finished,Satoko Kiyuzuki
15805,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",8.2,458,367,finished, Maybe
92,Bishoujo Senshi Sailor Moon,"Award Winning, Drama, Fantasy, Mahou Shoujo, Romance, Shoujo",8.19,459,306,finished,Naoko Takeuchi
373,Meteor Methuselah,"Action, Adventure, Drama, Fantasy, Romance, Shoujo",8.19,460,982,finished,Kaori Ozaki
1014,H2,"Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",8.19,461,1722,finished,Mitsuru Adachi
1218,Akagi: Yami ni Oritatta Tensai,"Action, Adult Cast, Drama, Organized Crime, Psychological, Strategy Game",8.19,462,1468,finished,Nobuyuki Fukumoto
2924,Historie,"Action, Adventure, Award Winning, Historical, Seinen",8.19,464,733,currently_publishing,Hitoshi Iwaaki
115746,Shinai naru Boku e Satsui wo Komete,"Drama, Mystery, Psychological, Seinen, Suspense",8.19,466,366,finished,"Hajime Inoryuu, Shouta Itou"
46010,xxxHOLiC: Rei,"Drama, Mystery, Seinen, Supernatural",8.19,469,1482,currently_publishing, CLAMP
140295,Tsukuritai Onna to Tabetai Onna,"Girls Love, Josei, Slice of Life",8.19,470,3350,currently_publishing,Sakaomi Yuzaki
58563,Innocent,"Drama, Historical, Seinen",8.18,473,266,finished,Shinichi Sakamoto
112694,Fushigi Neko no Kyuu-chan,"Comedy, Pets, Slice of Life",8.18,474,2466,finished,Sasami Nitori
53,Yuu☆Yuu☆Hakusho,"Action, Award Winning, Comedy, Drama, Shounen, Supernatural",8.18,475,226,finished,Yoshihiro Togashi
1982,Koori no Mamono no Monogatari,"Boys Love, Fantasy, Shoujo, Supernatural",8.18,476,4843,finished,Shiho Sugiura
3008,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action, Adventure, Organized Crime, Shounen",8.18,477,124,finished,Hirohiko Araki
104491,Bokura no Shokutaku,"Boys Love, Childcare, Slice of Life",8.18,475,1351,finished,Ori Mita
27231,Hirunaka no Ryuusei,"Love Polygon, Romance, School, Shoujo",8.18,482,165,finished,Mika Yamamori
30315,Last Game,"Comedy, Romance, Shoujo",8.17,486,145,finished,Shinobu Amano
121480,Yofukashi no Uta,"Award Winning, Romance, Shounen, Supernatural, Vampire",8.17,487,142,finished, Kotoyama
131334,Sakamoto Days,"Action, Comedy, Shounen",8.17,490,96,currently_publishing,Yuuto Suzuki
67401,Fukigen na Mononokean,"Comedy, Supernatural",8.17,489,1605,finished,Kiri Wazawa
80091,Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comic,"Comedy, Love Polygon, Romance, School, Seinen",8.17,490,2113,finished,"Wataru Watari, Naomichi Io"
80375,Otouto no Otto,"Award Winning, Slice of Life",8.17,491,1560,finished,Gengorou Tagame
9738,Higurashi no Naku Koro ni Kai: Matsuribayashi-hen,"Drama, Horror, Mystery, Psychological",8.17,492,2037,finished,"Karin Suzuragi,  Ryukishi07"
137939,Chi. Chikyuu no Undou ni Tsuite,"Award Winning, Drama, Historical, Seinen",8.17,493,1573,finished, Uoto
112589,Tonikaku Kawaii,"Comedy, Romance, Shounen",8.16,495,181,currently_publishing,Kenjirou Hata
113163,Bungou Stray Dogs: Dead Apple,"Action, Detective, Mystery, Supernatural",8.16,496,2849,finished, Ganjii
125052,Yamada-kun to Lv999 no Koi wo Suru,"Romance, Video Game",8.16,505,292,currently_publishing, Mashiro
126146,[Oshi no Ko],"Drama, Reincarnation, Seinen, Showbiz, Supernatural",8.16,498,42,finished,"Aka Akasaka, Mengo Yokoyari"
436,Uzumaki,"Drama, Horror, Seinen, Supernatural",8.16,505,31,finished,Junji Itou
994,Ookiku Furikabutte,"Award Winning, Comedy, Seinen, Sports, Team Sports",8.16,506,2161,currently_publishing,Asa Higuchi
10865,Touhou Shinigami: Meteor Methuselah Gaiden,"Action, Drama, Fantasy, Shoujo",8.16,507,3650,finished,Kaori Ozaki
102703,Doukyuusei: Gold Ring & Silver Ring,Boys Love,8.16,508,2369,finished,Asumiko Nakamura
58007,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Shoujo",8.16,509,326,finished,"Hikaru Suruga, Gan Sunaaku"
35733,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Shounen",8.15,511,1259,finished,Mitsu Izumi
36131,Fate/kaleid liner Prisma☆Illya 3rei!!,"Action, Comedy, Fantasy, Mahou Shoujo",8.15,521,2070,currently_publishing,Hiroshi Hiroyama
44319,Mahou Shoujo Madoka★Magica: The Different Story,"Drama, Horror, Mahou Shoujo, School, Seinen",8.15,523,1188,finished," Magica Quartet,  Hanokage"
45947,Nukozuke!,"Comedy, Pets, Shoujo, Slice of Life",8.15,515,1998,currently_publishing,Iro Yugi
117840,Ase to Sekken,"Adult Cast, Comedy, Romance, Seinen, Workplace",8.15,516,403,finished,Kintetsu Yamada
130331,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su","Action, Adventure, Award Winning, Fantasy, Shounen, Video Game",8.15,535,781,currently_publishing,"Ryousuke Fuji,  Katarina"
661,Sayonara Zetsubou Sensei,"Award Winning, Comedy, Gag Humor, Parody, School, Shounen",8.15,511,580,finished,Kouji Kumeta
688,Maison Ikkoku,"Adult Cast, Comedy, Drama, Romance, Seinen",8.15,512,1041,finished,Rumiko Takahashi
705,Shingetsutan Tsukihime,"Action, Horror, Romance, Supernatural, Vampire",8.15,521,427,finished," Type-Moon, Kinoko Nasu, Shonen Sasaki"
929,Fushigi Yuugi: Genbu Kaiden,"Adventure, Drama, Fantasy, Historical, Isekai, Magical Sex Shift, Romance, Shoujo",8.15,522,1672,finished,Yuu Watase
8144,Sora no Otoshimono,"Comedy, Drama, Ecchi, Romance, School, Sci-Fi, Shounen",8.15,523,407,finished,Suu Minazuki
9546,Capeta,"Award Winning, Comedy, Drama, Racing, Shounen",8.15,524,3920,finished,Masahito Soda
10443,Bakuon Rettou,"Action, Drama, Psychological, School, Seinen",8.15,525,1445,finished,Tsutomu Takahashi
